question_No,중단원_term_taxonomy_id,중단원,중단원_term_id,소단원_term_taxonomy_id,소단원,소단원_term_id,개념_term_taxonomy_id,개념,개념_term_id,student_user_No,level,good_Point,stars
30734,29,미적분2,15,33,적분법,34,352,삼각함수의 부정적분,223,34851,3,4,5
30735,20,미적분1,13,24,다항함수의 적분법,27,280,두 곡선 사이의 넓이,238,41145,3,5,5
30736,34,기하와 벡터,16,37,공간도형과 공간벡터,37,411,두 직선의 위치 관계,266,54882,2,4,4
30737,34,기하와 벡터,16,37,공간도형과 공간벡터,37,412,평면과 직선의 위치 관계,267,54882,2,4,4
30738,20,미적분1,13,24,다항함수의 적분법,27,271,정적분의 정의,229,41145,3,4,5
30739,20,미적분1,13,24,다항함수의 적분법,27,272,정적분의 성질 [1],230,41145,3,4,5
30740,20,미적분1,13,24,다항함수의 적분법,27,273,정적분의 성질 [2],231,41145,3,4,5
30741,29,미적분2,15,33,적분법,34,347,부정적분 ,218,62752,2,3,4.66667
30742,29,미적분2,15,33,적분법,34,354,치환적분법,225,62752,2,3,4.66667
30743,20,미적분1,13,24,다항함수의 적분법,27,260,부정적분 ,218,41145,3,4,5
30744,20,미적분1,13,24,다항함수의 적분법,27,275,정적분으로 나타내어진 함수,233,41145,3,4,5
30745,66,중학 3-2,43,69,삼각비,69,634,삼각비,535,48716,3,4,5
30746,20,미적분1,13,24,다항함수의 적분법,27,274,우함수와 기함수의 정적분,232,41145,2,5,5
30747,15,수2,12,18,수열,22,160,점화식2,155,59408,3,5,5
30748,66,중학 3-2,43,69,삼각비,69,629,피타고라스의 정리,68,68323,3,4,5
30749,66,중학 3-2,43,69,삼각비,69,630,삼각형의 각과 변 사이의 관계,531,68323,3,4,5
30750,66,중학 3-2,43,69,삼각비,69,634,삼각비,535,68323,3,4,5
30751,15,수2,12,18,수열,22,158,여러 가지 수열의 합,153,59408,2,5,4
30752,15,수2,12,18,수열,22,155,시그마의 정의와 기본성질,150,47881,2,2,5
30753,15,수2,12,18,수열,22,154,등비수열,149,60911,2,4,5
30754,15,수2,12,18,수열,22,154,등비수열,149,47881,2,3,5
30755,15,수2,12,18,수열,22,629,피타고라스의 정리,68,47881,2,3,5
30756,15,수2,12,18,수열,22,152,등차수열,147,47881,3,4,5
30757,20,미적분1,13,23,다항함수의 미분법,26,259,평면 운동에서의 속도와 가속도,217,61915,3,4,5
30758,20,미적분1,13,23,다항함수의 미분법,26,259,평면 운동에서의 속도와 가속도,217,61915,3,4,5
30759,20,미적분1,13,23,다항함수의 미분법,26,271,정적분의 정의,229,61915,3,4,5
30760,15,수2,12,18,수열,22,155,시그마의 정의와 기본성질,150,59408,2,4,4
30761,66,중학 3-2,43,70,원의 성질,70,637,원과 직선,538,37298,3,4,5
30762,66,중학 3-2,43,70,원의 성질,70,638,원주각,539,37298,3,4,5
30763,15,수2,12,18,수열,22,152,등차수열,147,59408,2,3,5
30764,29,미적분2,15,33,적분법,34,352,삼각함수의 부정적분,223,34851,2,4,5
30765,11,수1,11,13,방정식과 부등식,18,98,음수의 제곱근,88,34498,2,2,5
30766,55,중학 2-2,41,59,도형의 닮음,61,587,닮음의 성질,494,66495,2,3,4
30767,55,중학 2-2,41,59,도형의 닮음,61,588,닮음의 위치,495,66495,2,3,4
30768,55,중학 2-2,41,59,도형의 닮음,61,589,삼각형의 닮음조건,496,66495,2,3,4
30769,34,기하와 벡터,16,36,평면벡터,36,386,벡터의 정의와 크기,275,67237,3,4,5
30770,20,미적분1,13,23,다항함수의 미분법,26,271,정적분의 정의,229,61915,2,5,4
30771,43,중학 1-2,39,47,평면도형,51,585,평행사변형,492,68318,2,4,5
30772,20,미적분1,13,23,다항함수의 미분법,26,249,접선의 방정식,207,61915,3,4,4
30773,20,미적분1,13,23,다항함수의 미분법,26,279,곡선과 좌표축 사이의 넓이,237,61915,3,4,5
30774,20,미적분1,13,23,다항함수의 미분법,26,281,두 도형의 넓이가 같은 경우,239,61915,3,4,5
30775,66,중학 3-2,43,70,원의 성질,70,637,원과 직선,538,68316,2,3,5
30776,66,중학 3-2,43,70,원의 성질,70,640,접선과 현이 이루는 각,541,68316,2,3,5
30777,15,수2,12,18,수열,22,158,여러 가지 수열의 합,153,68314,2,4,4
30778,66,중학 3-2,43,69,삼각비,69,634,삼각비,535,48716,1,5,3.33333
30779,20,미적분1,13,23,다항함수의 미분법,26,257,함수의 그래프,215,61915,2,3,4
30780,38,중학 1-1,38,39,수와 연산,44,490,공약수와 최대공약수,400,68150,3,5,5
30781,38,중학 1-1,38,39,수와 연산,44,491,공배수와 최소공배수,401,68150,3,5,5
30782,66,중학 3-2,43,70,원의 성질,70,638,원주각,539,68309,3,4,5
30783,66,중학 3-2,43,70,원의 성질,70,638,원주각,539,68316,3,4,5
30784,20,미적분1,13,23,다항함수의 미분법,26,237,미분계수,195,61915,2,4,5
30785,55,중학 2-2,41,59,도형의 닮음,61,587,닮음의 성질,494,66495,1,3,5
30786,60,중학 3-1,42,63,이차방정식,64,613,이차방정식의 활용,519,68311,1,3,4
30787,15,수2,12,18,수열,22,158,여러 가지 수열의 합,153,19453,2,4,5
30788,20,미적분1,13,23,다항함수의 미분법,26,85,다항식의 나머지정리,74,61915,3,5,5
30789,20,미적분1,13,23,다항함수의 미분법,26,86,인수정리,75,61915,3,5,5
30790,55,중학 2-2,41,56,확률,58,574,여러 가지 경우의 수,482,40460,2,3,5
30791,55,중학 2-2,41,56,확률,58,573,경우의 수,481,40460,2,4,5
30792,11,수1,11,12,다항식,17,89,제곱근의 정의,79,68307,3,4,5
30793,11,수1,11,12,다항식,17,110,직선의 방정식1,100,68307,3,4,5
30794,11,수1,11,12,다항식,17,1074,연립방정식 ,55,68307,3,4,5
30795,55,중학 2-2,41,56,확률,58,575,확률,29,40460,2,3,5
30796,15,수2,12,18,수열,22,157,수학적 귀납법,152,68307,3,4,5
30797,38,중학 1-1,38,39,수와 연산,44,490,공약수와 최대공약수,400,68150,3,4,5
30798,2143,어법/어휘/작문,1802,2146,작문/단어배열,1805,2151,"명사 - 주어(S), 목적어(O), 보어(C) 역할. ",1809,53600,2,3,4
30799,926,초등 4-1,604,932,분수,802,1002,분수,853,68302,2,3,3
30800,43,중학 1-2,39,45,기본 도형,49,523,"점, 선, 면, 각",432,68303,2,3,4
30801,25,확률과 통계,14,26,순열과 조합,28,166,순열,299,67774,3,4,4.33333
30802,25,확률과 통계,14,26,순열과 조합,28,170,조합,303,67774,3,4,4.33333
30803,25,확률과 통계,14,28,통계,30,187,확률변수와 확률분포,320,66223,2,3,5
30804,20,미적분1,13,21,수열의 극한,24,219,무한등비급수의 극한,161,46840,2,4,2
30805,66,중학 3-2,43,70,원의 성질,70,637,원과 직선,538,29803,2,4,5
30806,66,중학 3-2,43,70,원의 성질,70,638,원주각,539,29803,2,4,5
30807,66,중학 3-2,43,70,원의 성질,70,640,접선과 현이 이루는 각,541,29803,2,4,5
30808,29,미적분2,15,32,미분법,33,326,도함수,197,62094,2,4,4
30809,29,미적분2,15,32,미분법,33,326,도함수,197,62094,2,3,5
30810,29,미적분2,15,32,미분법,33,326,도함수,197,62094,2,5,4
30811,29,미적분2,15,32,미분법,33,335,이계도함수,206,62094,2,3,5
30812,29,미적분2,15,32,미분법,33,324,미분계수,195,62094,2,3,5
30813,66,중학 3-2,43,69,삼각비,69,634,삼각비,535,48716,2,3,5
30814,66,중학 3-2,43,69,삼각비,69,635,삼각비의 값,536,48716,2,3,5
30815,66,중학 3-2,43,69,삼각비,69,636,삼각비의 활용,537,48716,2,3,5
30816,2117,중3 영어,1776,2119,문법,1778,2196,"그 외 관용어구 -  too… to 나 so.. That, may as well 같은 것. 대략 20개정도 정리해두면 좋을듯.",1854,23369,2,3,2.66667
30817,15,수2,12,18,수열,22,154,등비수열,149,68289,2,3,5
30818,25,확률과 통계,14,26,순열과 조합,28,165,경우의 수,298,64138,2,4,5
30819,15,수2,12,18,수열,22,158,여러 가지 수열의 합,153,45385,1,1,5
30820,15,수2,12,18,수열,22,152,등차수열,147,68289,3,3,3.66667
30821,15,수2,12,18,수열,22,153,조화수열,148,68289,3,3,3.66667
30822,15,수2,12,18,수열,22,154,등비수열,149,68289,3,3,3.66667
30823,29,미적분2,15,32,미분법,33,326,도함수,197,68087,3,4,5
30824,29,미적분2,15,32,미분법,33,327,곱의 미분법,198,68087,3,4,5
30825,29,미적분2,15,32,미분법,33,335,이계도함수,206,68087,3,4,5
30826,11,수1,11,13,방정식과 부등식,18,152,등차수열,147,68111,2,4,5
30827,11,수1,11,13,방정식과 부등식,18,1074,연립방정식 ,55,68111,2,4,5
30828,11,수1,11,13,방정식과 부등식,18,91,실수의 연산,81,66218,3,3,5
30829,11,수1,11,13,방정식과 부등식,18,92,일반적인 연산,82,66218,3,3,5
30830,11,수1,11,13,방정식과 부등식,18,1074,연립방정식 ,55,66218,3,3,5
30831,2117,중3 영어,1776,2119,문법,1778,2183,단순분사구문,1841,23369,2,3,5
30832,11,수1,11,13,방정식과 부등식,18,91,실수의 연산,81,68111,3,4,5
30833,66,중학 3-2,43,70,원의 성질,70,638,원주각,539,37298,2,4,4
30834,29,미적분2,15,33,적분법,34,347,부정적분 ,218,34851,1,3,5
30835,29,미적분2,15,33,적분법,34,347,부정적분 ,218,68276,2,4,4.66667
30836,29,미적분2,15,33,적분법,34,356,부분적분법,227,68276,2,4,4.66667
30837,29,미적분2,15,32,미분법,33,324,미분계수,195,68087,2,3,5
30838,29,미적분2,15,32,미분법,33,326,도함수,197,68087,2,3,5
30839,66,중학 3-2,43,69,삼각비,69,634,삼각비,535,50799,3,4,4.33333
30840,66,중학 3-2,43,69,삼각비,69,635,삼각비의 값,536,50799,3,4,4.33333
30841,66,중학 3-2,43,70,원의 성질,70,642,접선과 할선 사이의 관계,543,67343,2,4,4.33333
30842,38,중학 1-1,38,39,수와 연산,44,490,공약수와 최대공약수,400,68150,2,3,5
30843,38,중학 1-1,38,39,수와 연산,44,491,공배수와 최소공배수,401,68150,2,3,5
30844,2117,중3 영어,1776,2119,문법,1778,2155,"2형식 문장 SVC - 보어는 명사, 형용사가 올 수 있음.",1813,23369,2,4,5
30845,2117,중3 영어,1776,2119,문법,1778,2183,단순분사구문,1841,23369,2,4,5
30846,710,초등 6-2,601,714,원기둥의 겉넓이와 부피,623,793,원기둥의 부피,684,68191,1,4,5
30847,20,미적분1,13,24,다항함수의 적분법,27,261,부정적분의 계산 ,219,47556,3,4,5
30848,55,중학 2-2,41,59,도형의 닮음,61,587,닮음의 성질,494,21655,2,4,5
30849,15,수2,12,18,수열,22,154,등비수열,149,39377,2,4,5
30850,15,수2,12,18,수열,22,154,등비수열,149,67964,3,4,5
30851,25,확률과 통계,14,26,순열과 조합,28,1090,집합의 분할,935,64138,2,4,5
30852,29,미적분2,15,33,적분법,34,356,부분적분법,227,68276,3,5,5
30853,15,수2,12,18,수열,22,152,등차수열,147,37103,3,3,5
30854,15,수2,12,18,수열,22,153,조화수열,148,37103,3,3,5
30855,15,수2,12,18,수열,22,154,등비수열,149,37103,3,3,5
30856,25,확률과 통계,14,27,확률,29,192,연속확률변수와 확률밀도함수,325,68160,3,2,5
30857,821,초등 5-2,603,824,도형의 대칭,713,900,성질,771,68277,2,3,5
30858,15,수2,12,18,수열,22,152,등차수열,147,55614,2,5,5
30859,29,미적분2,15,32,미분법,33,340,함수의 극대와 극소,211,51879,2,3,4.66667
30860,29,미적분2,15,32,미분법,33,343,함수의 최댓값과 최솟값,214,51879,2,3,4.66667
30861,15,수2,12,18,수열,22,154,등비수열,149,37103,2,4,4.66667
30862,15,수2,12,18,수열,22,156,자연수의 거듭제곱의 합,151,37103,2,4,4.66667
30863,66,중학 3-2,43,70,원의 성질,70,640,접선과 현이 이루는 각,541,67343,3,4,5
30864,66,중학 3-2,43,70,원의 성질,70,642,접선과 할선 사이의 관계,543,67343,3,4,5
30865,29,미적분2,15,32,미분법,33,300,무리수 e와 자연로그,187,51879,2,4,4
30866,29,미적분2,15,32,미분법,33,329,합성함수의 미분법,200,51879,2,4,4
30867,29,미적분2,15,32,미분법,33,334,지수함수와 로그함수의 도함수,205,51879,2,4,4
30868,29,미적분2,15,32,미분법,33,333,삼각함수의 도함수,204,51879,2,3,4.33333
30869,20,미적분1,13,24,다항함수의 적분법,27,279,곡선과 좌표축 사이의 넓이,237,47556,1,1,5
30870,15,수2,12,18,수열,22,157,수학적 귀납법,152,59408,3,3,4
30871,15,수2,12,18,수열,22,158,여러 가지 수열의 합,153,59408,2,4,5
30872,25,확률과 통계,14,27,확률,29,177,수학적 확률,310,33820,2,4,4
30873,15,수2,12,18,수열,22,154,등비수열,149,59408,3,3,5
30874,15,수2,12,18,수열,22,589,삼각형의 닮음조건,496,59408,3,3,5
30875,15,수2,12,18,수열,22,152,등차수열,147,59408,1,3,5
30876,29,미적분2,15,32,미분법,33,340,함수의 극대와 극소,211,51879,2,3,4
30877,29,미적분2,15,32,미분법,33,341,함수의 극대와 극소의 판정,212,51879,2,3,4
30878,66,중학 3-2,43,69,삼각비,69,634,삼각비,535,50799,2,3,5
30879,15,수2,12,18,수열,22,152,등차수열,147,59408,3,3,5
30880,15,수2,12,18,수열,22,153,조화수열,148,59408,3,3,5
30881,15,수2,12,18,수열,22,154,등비수열,149,59408,3,3,5
30882,15,수2,12,18,수열,22,155,시그마의 정의와 기본성질,150,59408,3,3,5
30883,25,확률과 통계,14,26,순열과 조합,28,166,순열,299,64138,2,4,5
30884,25,확률과 통계,14,26,순열과 조합,28,167,중복순열,300,64138,2,4,5
30885,15,수2,12,18,수열,22,158,여러 가지 수열의 합,153,59408,3,4,5
30886,15,수2,12,18,수열,22,155,시그마의 정의와 기본성질,150,59408,3,5,5
30887,20,미적분1,13,23,다항함수의 미분법,26,249,접선의 방정식,207,51879,2,3,4
30888,15,수2,12,18,수열,22,152,등차수열,147,59408,2,4,4
30889,15,수2,12,18,수열,22,158,여러 가지 수열의 합,153,59408,2,4,4
30890,66,중학 3-2,43,69,삼각비,69,634,삼각비,535,68044,3,4,5
30891,66,중학 3-2,43,69,삼각비,69,636,삼각비의 활용,537,68044,3,4,5
30892,15,수2,12,18,수열,22,152,등차수열,147,59408,3,5,4
30893,20,미적분1,13,23,다항함수의 미분법,26,239,도함수,197,51879,2,4,4
30894,15,수2,12,18,수열,22,152,등차수열,147,59408,2,3,4
30895,15,수2,12,18,수열,22,152,등차수열,147,59408,2,4,4
30896,15,수2,12,18,수열,22,155,시그마의 정의와 기본성질,150,45385,3,4,5
30897,15,수2,12,18,수열,22,152,등차수열,147,59408,3,4,5
30898,15,수2,12,18,수열,22,152,등차수열,147,61136,3,4,5
30899,15,수2,12,18,수열,22,152,등차수열,147,67964,3,3,5
30900,15,수2,12,18,수열,22,153,조화수열,148,67964,3,3,5
30901,15,수2,12,18,수열,22,154,등비수열,149,67964,3,3,5
30902,66,중학 3-2,43,69,삼각비,69,636,삼각비의 활용,537,50799,3,4,5
30903,66,중학 3-2,43,70,원의 성질,70,629,피타고라스의 정리,68,25933,3,3,5
30904,66,중학 3-2,43,70,원의 성질,70,637,원과 직선,538,25933,3,3,5
30905,66,중학 3-2,43,69,삼각비,69,636,삼각비의 활용,537,50799,2,3,4.33333
30906,25,확률과 통계,14,28,통계,30,194,정규분포,327,2730,3,4,4
30907,34,기하와 벡터,16,36,평면벡터,36,346,평면 운동에서의 속도와 가속도,217,31441,3,3,5
30908,34,기하와 벡터,16,36,평면벡터,36,372,직선 위를 움직이는 점의 위치와 이동거리,243,31441,3,3,5
30909,34,기하와 벡터,16,36,평면벡터,36,373,곡선의 길이,244,31441,3,3,5
30910,15,수2,12,18,수열,22,158,여러 가지 수열의 합,153,68262,2,4,5
30911,49,중학 2-1,40,52,연립방정식 ,55,555,미지수가 2개인 일차방정식,464,68263,1,4,4
30912,29,미적분2,15,32,미분법,33,326,도함수,197,62094,3,4,4.66667
30913,25,확률과 통계,14,28,통계,30,187,확률변수와 확률분포,320,68253,3,3,5
30914,25,확률과 통계,14,28,통계,30,188,이산확률변수와 확률질량함수,321,68253,3,3,5
30915,25,확률과 통계,14,28,통계,30,189,"평균, 분산, 표준편차의 성질",322,68253,3,3,5
30916,55,중학 2-2,41,59,도형의 닮음,61,590,삼각형에서 평행선과 선분의 길이의 비,497,52675,2,4,5
30917,34,기하와 벡터,16,37,공간도형과 공간벡터,37,416,정사영의 정의,271,64322,4,5,5
30918,1171,화학1,1004,1174,아름다운 분자 세계,1007,1382,분자 구조의 다양성,1173,45086,2,5,5
30919,1171,화학1,1004,1174,아름다운 분자 세계,1007,1383,화학 결합의 성질,1174,45086,2,5,5
30920,1171,화학1,1004,1174,아름다운 분자 세계,1007,1385,공유 결합,1176,45086,2,5,5
30921,1171,화학1,1004,1174,아름다운 분자 세계,1007,1386,분자의 구조,1177,45086,2,5,5
30922,25,확률과 통계,14,28,통계,30,193,"연속확률변수의 평균, 분산, 표준편차",326,68256,3,2,5
30923,66,중학 3-2,43,70,원의 성질,70,637,원과 직선,538,68255,4,5,4.66667
30924,15,수2,12,18,수열,22,157,수학적 귀납법,152,39377,2,4,5
30925,29,미적분2,15,32,미분법,33,336,접선의 방정식,207,51879,2,3,1.33333
30926,15,수2,12,18,수열,22,160,점화식2,155,61136,3,4,5
30927,15,수2,12,18,수열,22,152,등차수열,147,67064,3,4,5
30928,29,미적분2,15,32,미분법,33,240,곱의 미분법,198,62094,1,3,4.66667
30929,29,미적분2,15,32,미분법,33,334,지수함수와 로그함수의 도함수,205,62094,1,3,4.66667
30930,25,확률과 통계,14,28,통계,30,187,확률변수와 확률분포,320,68253,3,3,5
30931,29,미적분2,15,32,미분법,33,134,합성함수와 역함수,120,62094,2,4,5
30932,29,미적분2,15,32,미분법,33,329,합성함수의 미분법,200,62094,2,4,5
30933,29,미적분2,15,32,미분법,33,328,몫의 미분법,199,62094,2,3,4.66667
30934,29,미적분2,15,32,미분법,33,323,평균변화율,194,62094,3,3,4.66667
30935,29,미적분2,15,32,미분법,33,324,미분계수,195,62094,3,3,4.66667
30936,29,미적분2,15,32,미분법,33,325,미분가능과 연속,196,62094,3,3,4.66667
30937,710,초등 6-2,601,714,원기둥의 겉넓이와 부피,623,794,원기둥의 겉넓이,685,68217,2,4,3.66667
30938,38,중학 1-1,38,39,수와 연산,44,491,공배수와 최소공배수,401,68244,2,3,5
30939,15,수2,12,18,수열,22,154,등비수열,149,61842,2,3,5
30940,2117,중3 영어,1776,2119,문법,1778,2169,현재완료진행(시제) - have + been + R-ing,1827,23369,3,4,5
30941,2117,중3 영어,1776,2119,문법,1778,2182,동명사 - 동사와 명사의 역할을 함.,1840,23369,3,4,5
30942,2117,중3 영어,1776,2119,문법,1778,2196,"그 외 관용어구 -  too… to 나 so.. That, may as well 같은 것. 대략 20개정도 정리해두면 좋을듯.",1854,23369,3,4,5
30943,25,확률과 통계,14,26,순열과 조합,28,171,중복조합,304,64138,3,4,5
30944,55,중학 2-2,41,58,사각형의 성질,60,585,평행사변형,492,26405,3,5,5
30945,55,중학 2-2,41,58,사각형의 성질,60,586,여러 가지 사각형의 성질,493,26405,3,5,5
30946,55,중학 2-2,41,59,도형의 닮음,61,587,닮음의 성질,494,26405,3,3,5
30947,55,중학 2-2,41,59,도형의 닮음,61,588,닮음의 위치,495,26405,3,3,5
30948,55,중학 2-2,41,59,도형의 닮음,61,589,삼각형의 닮음조건,496,26405,3,3,5
30949,29,미적분2,15,32,미분법,33,239,도함수,197,68247,1,3,5
30950,29,미적분2,15,32,미분법,33,328,몫의 미분법,199,68247,1,3,5
30951,55,중학 2-2,41,59,도형의 닮음,61,590,삼각형에서 평행선과 선분의 길이의 비,497,26405,2,4,5
30952,55,중학 2-2,41,59,도형의 닮음,61,591,평행선 사이의 선분의 길이의 비,498,26405,2,4,5
30953,55,중학 2-2,41,58,사각형의 성질,60,586,여러 가지 사각형의 성질,493,26405,3,4,5
30954,55,중학 2-2,41,58,사각형의 성질,60,585,평행사변형,492,26405,2,4,4
30955,38,중학 1-1,38,39,수와 연산,44,488,소인수분해,398,68244,2,3,5
30956,55,중학 2-2,41,58,사각형의 성질,60,585,평행사변형,492,26405,2,4,4
30957,29,미적분2,15,32,미분법,33,344,함수의 그래프,215,65897,2,3,5
30958,34,기하와 벡터,16,36,평면벡터,36,386,벡터의 정의와 크기,275,31441,2,4,5
30959,55,중학 2-2,41,58,사각형의 성질,60,587,닮음의 성질,494,26405,3,4,5
30960,29,미적분2,15,31,삼각함수,32,310,삼각함수의 관계식,165,67575,2,3,5
30961,55,중학 2-2,41,58,사각형의 성질,60,585,평행사변형,492,26405,2,4,5
30962,55,중학 2-2,41,57,삼각형의 성질,59,580,명제와 명제의 역,487,26405,3,3,5
30963,55,중학 2-2,41,57,삼각형의 성질,59,581,이등변삼각형,488,26405,3,3,5
30964,55,중학 2-2,41,57,삼각형의 성질,59,582,직각삼각형의 합동조건,489,26405,3,3,5
30965,55,중학 2-2,41,58,사각형의 성질,60,585,평행사변형,492,26405,2,5,5
30966,55,중학 2-2,41,58,사각형의 성질,60,586,여러 가지 사각형의 성질,493,26405,2,5,5
30967,55,중학 2-2,41,56,확률,58,573,경우의 수,481,68242,2,3,5
30968,55,중학 2-2,41,56,확률,58,575,확률,29,68242,2,4,5
30969,49,중학 2-1,40,51,식의 계산,54,547,지수법칙,456,26718,1,3,5
30970,29,미적분2,15,32,미분법,33,324,미분계수,195,68241,3,4,5
30971,15,수2,12,18,수열,22,152,등차수열,147,45385,3,3,5
30972,15,수2,12,18,수열,22,153,조화수열,148,45385,3,3,5
30973,15,수2,12,18,수열,22,154,등비수열,149,45385,3,3,5
30974,15,수2,12,18,수열,22,152,등차수열,147,52048,2,4,5
30975,15,수2,12,18,수열,22,154,등비수열,149,52048,2,3,5
30976,66,중학 3-2,43,70,원의 성질,70,637,원과 직선,538,68234,2,4,5
30977,710,초등 6-2,601,714,원기둥의 겉넓이와 부피,623,794,원기둥의 겉넓이,685,68217,2,3,5
30978,38,중학 1-1,38,39,수와 연산,44,488,소인수분해,398,68150,2,3,5
30979,38,중학 1-1,38,39,수와 연산,44,491,공배수와 최소공배수,401,68150,2,3,5
30980,66,중학 3-2,43,70,원의 성질,70,629,피타고라스의 정리,68,68222,1,4,4
30981,25,확률과 통계,14,27,확률,29,180,확률의 기본 성질,313,33820,2,2,5
30982,34,기하와 벡터,16,37,공간도형과 공간벡터,37,409,공간도형의 기본성질,264,67611,2,3,5
30983,34,기하와 벡터,16,37,공간도형과 공간벡터,37,411,두 직선의 위치 관계,266,67611,2,3,5
30984,34,기하와 벡터,16,37,공간도형과 공간벡터,37,412,평면과 직선의 위치 관계,267,67611,2,3,5
30985,34,기하와 벡터,16,37,공간도형과 공간벡터,37,413,이면각의 정의와 크기,268,67611,2,3,5
30986,49,중학 2-1,40,53,부등식,56,564,연립부등식의 풀이,472,67983,2,3,4.33333
30987,701,초등 6-1,600,707,비율그래프,617,764,띠그래프,655,68095,3,4,5
30988,701,초등 6-1,600,707,비율그래프,617,765,백분율,656,68095,3,4,5
30989,25,확률과 통계,14,27,확률,29,183,조건부 확률,316,36658,2,3,5
30990,25,확률과 통계,14,27,확률,29,185,사건의 독립과 종속,318,36658,2,3,5
30991,38,중학 1-1,38,40,정수와 유리수,45,866,단위분수,738,68230,1,3,5
30992,38,중학 1-1,38,40,정수와 유리수,45,502,유리수의 곱셈과 나눗셈,412,68230,1,3,5
30993,15,수2,12,18,수열,22,154,등비수열,149,52048,2,4,5
30994,15,수2,12,17,함수,21,139,무리함수의 그래프,125,67823,2,3,5
30995,15,수2,12,18,수열,22,160,점화식2,155,47533,3,4,5
30996,15,수2,12,18,수열,22,154,등비수열,149,68226,2,4,5
30997,15,수2,12,18,수열,22,155,시그마의 정의와 기본성질,150,68226,2,4,5
30998,55,중학 2-2,41,56,확률,58,573,경우의 수,481,68221,2,4,4.66667
30999,55,중학 2-2,41,56,확률,58,575,확률,29,68221,2,4,4.66667
31000,55,중학 2-2,41,56,확률,58,578,확률의 계산,485,68221,2,4,4.66667
31001,55,중학 2-2,41,56,확률,58,573,경우의 수,481,54800,3,4,5
31002,55,중학 2-2,41,56,확률,58,574,여러 가지 경우의 수,482,54800,3,4,5
31003,34,기하와 벡터,16,37,공간도형과 공간벡터,37,1086,구의 방정식,932,67611,2,3,5
31004,55,중학 2-2,41,58,사각형의 성질,60,527,삼각형의 합동조건,436,68202,2,4,5
31005,55,중학 2-2,41,56,확률,58,576,확률의 성질,483,68221,2,3,4.66667
31006,55,중학 2-2,41,56,확률,58,577,여사건의 확률,484,68221,2,3,4.66667
31007,55,중학 2-2,41,56,확률,58,578,확률의 계산,485,68221,2,3,4.66667
31008,15,수2,12,18,수열,22,152,등차수열,147,61136,2,4,5
31009,15,수2,12,18,수열,22,158,여러 가지 수열의 합,153,67823,3,4,5
31010,15,수2,12,18,수열,22,159,점화식1,154,67823,3,4,5
31011,15,수2,12,18,수열,22,160,점화식2,155,67823,3,4,5
31012,15,수2,12,18,수열,22,161,점화식3,156,67823,3,4,5
31013,20,미적분1,13,23,다항함수의 미분법,26,236,평균변화율,194,47556,3,4,5
31014,25,확률과 통계,14,26,순열과 조합,28,171,중복조합,304,64138,2,4,5
31015,710,초등 6-2,601,714,원기둥의 겉넓이와 부피,623,794,원기둥의 겉넓이,685,68217,2,3,5
31016,66,중학 3-2,43,70,원의 성질,70,638,원주각,539,34860,1,3,5
31017,66,중학 3-2,43,70,원의 성질,70,587,닮음의 성질,494,60508,3,4,5
31018,66,중학 3-2,43,70,원의 성질,70,629,피타고라스의 정리,68,60508,3,4,5
31019,66,중학 3-2,43,70,원의 성질,70,638,원주각,539,60508,3,4,5
31020,66,중학 3-2,43,70,원의 성질,70,641,원과 비례,542,60508,3,4,5
31021,15,수2,12,19,지수와 로그,23,140,지수법칙,126,68210,2,4,5
31022,15,수2,12,19,지수와 로그,23,141,"음의 정수, 0, 분수지수의 정의",127,68210,2,4,5
31023,15,수2,12,19,지수와 로그,23,146,로그의 정의와 성질,132,68210,2,4,5
31024,15,수2,12,19,지수와 로그,23,1079,지수의 확장,925,68210,2,4,5
31025,29,미적분2,15,32,미분법,33,343,함수의 최댓값과 최솟값,214,65897,2,4,5
31026,20,미적분1,13,23,다항함수의 미분법,26,253,함수의 극대와 극소,211,68212,3,4,4.66667
31027,20,미적분1,13,23,다항함수의 미분법,26,254,함수의 극대와 극소의 판정,212,68212,3,4,4.66667
31028,20,미적분1,13,23,다항함수의 미분법,26,257,함수의 그래프,215,68212,3,4,4.66667
31029,29,미적분2,15,32,미분법,33,344,함수의 그래프,215,65897,2,2,5
31030,15,수2,12,18,수열,22,155,시그마의 정의와 기본성질,150,52048,2,3,4
31031,38,중학 1-1,38,41,문자와 식,46,504,식의 값,414,63223,2,4,4.66667
31032,11,수1,11,12,다항식,17,237,미분계수,195,65771,3,3,5
31033,66,중학 3-2,43,68,피타고라스의 정리,68,629,피타고라스의 정리,68,54582,2,3,5
31034,66,중학 3-2,43,68,피타고라스의 정리,68,631,피타고라스의 정리의 이용,532,54582,2,3,5
31035,15,수2,12,18,수열,22,155,시그마의 정의와 기본성질,150,52048,2,4,5
31036,15,수2,12,18,수열,22,152,등차수열,147,47533,3,3,5
31037,15,수2,12,18,수열,22,154,등비수열,149,47533,3,3,5
31038,15,수2,12,18,수열,22,157,수학적 귀납법,152,67288,3,4,5
31039,25,확률과 통계,14,26,순열과 조합,28,171,중복조합,304,64138,2,4,5
31040,15,수2,12,18,수열,22,152,등차수열,147,61136,3,4,5
31041,15,수2,12,18,수열,22,157,수학적 귀납법,152,61136,3,4,5
31042,15,수2,12,18,수열,22,158,여러 가지 수열의 합,153,61136,3,4,5
31043,29,미적분2,15,32,미분법,33,318,삼각함수의 합성,173,67340,3,4,4.33333
