question_No,student_user_No,개념값,좋은 문제인지 ,난이도,답변평가점수,학교넘버,성별,등급,학년,수학점수,학교,지역
15661,66223,18,4,2,4,1420,WOMAN,464,481,53,호남제일고등학교,전라북도
15662,66223,18,0,\N,0,1420,WOMAN,464,481,53,호남제일고등학교,전라북도
15663,35459,19,3,2,5,929,MAN,465,481,\N,영생고등학교,경기도
15664,70791,937,4,1,5,9418,WOMAN,472,698,90,양곡초등학교,경기도
15665,31252,23,3,2,4,918,MAN,463,482,\N,영동고등학교,서울특별시
15666,31252,23,3,2,4,918,MAN,463,482,\N,영동고등학교,서울특별시
15667,46182,18,3,2,5,10426,MAN,466,480,0,천안고등학교,충청남도
15668,68332,17,3,3,5,10833,WOMAN,462,480,0,보라고등학교,경기도
15669,65897,32,4,2,5,49,WOMAN,464,481,70,경기여자고등학교,서울특별시
15670,65897,32,4,3,5,49,WOMAN,464,481,70,경기여자고등학교,서울특별시
15671,48856,13,4,3,5,21,WOMAN,470,480,0,기타,
15672,51598,16,4,3,5,21,WOMAN,470,484,9,기타,
15673,51598,16,3,2,5,21,WOMAN,470,484,9,기타,
15674,33820,28,1,2,4,8981,WOMAN,464,481,\N,원화여자고등학교,대구광역시
15675,24861,32,4,2,5,958,WOMAN,466,481,\N,예일여자고등학교,서울특별시
15676,46182,2144,4,3,5,10426,MAN,466,480,0,천안고등학교,충청남도
15677,9226,33,4,3,5,1438,MAN,472,479,\N,대구학남초등학교,대구광역시
15678,13629,18,4,3,5,729,MAN,464,480,\N,성지고등학교,부산광역시
15679,13629,18,4,3,5,729,MAN,464,480,\N,성지고등학교,부산광역시
15680,13629,18,0,\N,0,729,MAN,464,480,\N,성지고등학교,부산광역시
15681,24861,28,4,3,4,958,WOMAN,466,481,\N,예일여자고등학교,서울특별시
15682,35644,59,4,3,5,373,WOMAN,472,479,\N,화원중학교,서울특별시
15683,33055,21,3,3,5,8138,MAN,462,480,\N,압구정고등학교,서울특별시
15684,68548,59,5,2,4.66667,380,WOMAN,471,478,95,가람중학교,부산광역시
15685,44870,18,3,3,5,1394,WOMAN,464,480,62,해성여자고등학교,서울특별시
15686,44870,18,4,2,5,1394,WOMAN,464,480,62,해성여자고등학교,서울특별시
15687,52363,69,4,3,5,1558,WOMAN,471,479,100,파주광일중학교,경기도
15688,71053,19,4,3,5,10651,WOMAN,463,480,0,미사고등학교,경기도
15689,71053,19,3,3,4.33333,10651,WOMAN,463,480,0,미사고등학교,경기도
15690,71051,28,0,\N,0,2152,WOMAN,466,482,60,상지여자고등학교,강원도
15691,21192,1140,3,2,5,8763,WOMAN,471,477,\N,세곡중학교,서울특별시
15692,46182,2144,3,1,5,10426,MAN,466,480,0,천안고등학교,충청남도
15693,71048,2146,0,\N,0,515,WOMAN,465,481,60,백석고등학교,경기도
15694,71050,2149,3,1,5,338,WOMAN,467,480,38,대전여자고등학교,대전광역시
15695,65897,28,3,2,5,49,WOMAN,464,481,70,경기여자고등학교,서울특별시
15696,65897,28,4,3,5,49,WOMAN,464,481,70,경기여자고등학교,서울특별시
15697,65897,28,4,4,5,49,WOMAN,464,481,70,경기여자고등학교,서울특별시
15698,67695,1175,4,3,5,10160,WOMAN,465,481,79,백양고등학교,경기도
15699,71048,2146,0,\N,0,515,WOMAN,465,481,60,백석고등학교,경기도
15700,50357,21,4,2,5,7182,WOMAN,471,479,100,하안중학교,경기도
15701,71050,2149,3,1,5,338,WOMAN,467,480,38,대전여자고등학교,대전광역시
15702,71049,18,3,2,5,1384,WOMAN,464,480,0,함현고등학교,경기도
15703,21192,58,0,\N,0,8763,WOMAN,471,477,\N,세곡중학교,서울특별시
15704,71021,14,3,2,4,9301,WOMAN,472,479,64,기안중학교,경기도
15705,30730,28,3,2,5,2127,MAN,464,481,\N,무주고등학교,전라북도
15706,53842,59,3,2,5,8340,WOMAN,472,478,65,동도중학교,서울특별시
15707,26405,58,3,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
15708,57832,32,3,2,1,21,MAN,466,481,51,기타,
15709,52100,18,5,3,5,8592,WOMAN,465,480,63,김해경원고등학교,경상남도
15710,34192,2149,3,2,5,338,WOMAN,469,480,\N,대전여자고등학교,대전광역시
15711,52100,18,3,2,5,8592,WOMAN,465,480,63,김해경원고등학교,경상남도
15712,26405,59,3,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
15713,71037,18,3,2,5,705,WOMAN,463,480,79,성남여자고등학교,경기도
15714,26405,59,4,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
15715,26405,59,5,3,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
15716,70919,18,4,3,5,9678,MAN,464,481,50,유신고등학교,경기도
15717,52100,18,4,2,5,8592,WOMAN,465,480,63,김해경원고등학교,경상남도
15718,52100,18,4,2,5,8592,WOMAN,465,480,63,김해경원고등학교,경상남도
15719,52100,18,0,\N,0,8592,WOMAN,465,480,63,김해경원고등학교,경상남도
15720,52100,18,4,2,5,8592,WOMAN,465,480,63,김해경원고등학교,경상남도
15721,68332,19,5,3,5,10833,WOMAN,462,480,0,보라고등학교,경기도
15722,65329,70,4,3,5,9521,WOMAN,473,479,72,산정중학교,광주광역시
15723,71038,69,3,3,4,1468,WOMAN,472,479,55,은혜중학교,경기도
15724,65897,28,4,3,5,49,WOMAN,464,481,70,경기여자고등학교,서울특별시
15725,13211,19,3,2,5,1423,WOMAN,464,480,\N,호수돈여자고등학교,대전광역시
15726,71037,18,4,3,4,705,WOMAN,463,480,79,성남여자고등학교,경기도
15727,13211,18,4,3,5,1423,WOMAN,464,480,\N,호수돈여자고등학교,대전광역시
15728,65329,70,4,2,5,9521,WOMAN,473,479,72,산정중학교,광주광역시
15729,67297,68,4,3,5,732,WOMAN,472,479,95,대전용전중학교,대전광역시
15730,71035,19,4,2,2.33333,2345,WOMAN,465,480,63,인천초은고등학교,인천광역시
15731,13211,18,4,2,5,1423,WOMAN,464,480,\N,호수돈여자고등학교,대전광역시
15732,26405,59,4,3,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
15733,58357,18,4,3,4.33333,1351,WOMAN,466,480,35,학산여자고등학교,부산광역시
15734,51837,13,4,3,5,1607,WOMAN,471,479,100,화정중학교,경기도
15735,67488,18,4,3,5,21,MAN,462,480,1,기타,
15736,51837,13,1,3,5,1607,WOMAN,471,479,100,화정중학교,경기도
15737,70998,12,5,2,5,21,WOMAN,471,477,0,기타,
15738,52100,18,3,2,4,8592,WOMAN,465,480,63,김해경원고등학교,경상남도
15739,71030,19,5,3,4.66667,731,WOMAN,465,480,100,성지여자고등학교,경상남도
15740,70998,12,3,3,4.66667,21,WOMAN,471,477,0,기타,
15741,70998,12,0,\N,0,21,WOMAN,471,477,0,기타,
15742,71033,59,4,3,5,282,WOMAN,473,478,50,옥정중학교,서울특별시
15743,70998,12,4,2,5,21,WOMAN,471,477,0,기타,
15744,71030,19,0,\N,0,731,WOMAN,465,480,100,성지여자고등학교,경상남도
15745,39834,1706,3,2,5,21,MAN,464,481,\N,기타,
15746,70998,12,3,2,5,21,WOMAN,471,477,0,기타,
15747,70998,12,4,1,4,21,WOMAN,471,477,0,기타,
15748,68089,59,5,2,5,9696,WOMAN,473,478,57,선린중학교,서울특별시
15749,70998,61,5,1,5,21,WOMAN,471,477,0,기타,
15750,71029,57,4,1,4,3445,WOMAN,473,478,17,오룡중학교,전라남도
15751,29215,1175,4,3,4,10226,MAN,462,480,\N,성도고등학교,부산광역시
15752,70998,62,4,2,5,21,WOMAN,471,477,0,기타,
15753,71030,19,0,\N,0,731,WOMAN,465,480,100,성지여자고등학교,경상남도
15754,70998,14,5,2,3.33333,21,WOMAN,471,477,0,기타,
15755,26405,59,4,2,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
15756,71030,19,4,1,5,731,WOMAN,465,480,100,성지여자고등학교,경상남도
15757,64724,47,4,3,4,208,WOMAN,471,477,96,숙명여자중학교,서울특별시
15758,69003,59,4,3,5,3443,WOMAN,472,478,50,가재울중학교,서울특별시
15759,69098,33,0,\N,0,1059,WOMAN,465,481,58,이화여자고등학교,서울특별시
15760,25835,18,4,3,4,735,WOMAN,465,480,\N,성화여자고등학교,대구광역시
15761,71029,57,4,3,5,3445,WOMAN,473,478,17,오룡중학교,전라남도
15762,69098,33,4,3,4,1059,WOMAN,465,481,58,이화여자고등학교,서울특별시
15763,25835,18,3,2,5,735,WOMAN,465,480,\N,성화여자고등학교,대구광역시
15764,64724,47,4,2,5,208,WOMAN,471,477,96,숙명여자중학교,서울특별시
15765,69098,32,4,3,5,1059,WOMAN,465,481,58,이화여자고등학교,서울특별시
15766,71026,28,4,3,5,1118,MAN,463,481,99,장흥고등학교,전라남도
15767,25835,27,4,3,5,735,WOMAN,465,480,\N,성화여자고등학교,대구광역시
15768,64724,47,4,3,5,208,WOMAN,471,477,96,숙명여자중학교,서울특별시
15769,69098,32,4,3,5,1059,WOMAN,465,481,58,이화여자고등학교,서울특별시
15770,25835,18,3,2,4,735,WOMAN,465,480,\N,성화여자고등학교,대구광역시
15771,69098,32,5,4,5,1059,WOMAN,465,481,58,이화여자고등학교,서울특별시
15772,69098,32,3,2,4,1059,WOMAN,465,481,58,이화여자고등학교,서울특별시
15773,64724,47,4,3,5,208,WOMAN,471,477,96,숙명여자중학교,서울특별시
15774,68332,19,4,3,5,10833,WOMAN,462,480,0,보라고등학교,경기도
15775,68332,19,4,2,4,10833,WOMAN,462,480,0,보라고등학교,경기도
15776,71021,14,4,2,5,9301,WOMAN,472,479,64,기안중학교,경기도
15777,68332,19,4,3,5,10833,WOMAN,462,480,0,보라고등학교,경기도
15778,25835,18,3,1,3,735,WOMAN,465,480,\N,성화여자고등학교,대구광역시
15779,68332,19,2,1,3.33333,10833,WOMAN,462,480,0,보라고등학교,경기도
15780,64724,47,3,2,5,208,WOMAN,471,477,96,숙명여자중학교,서울특별시
15781,70998,61,5,3,5,21,WOMAN,471,477,0,기타,
15782,68332,19,4,3,3.66667,10833,WOMAN,462,480,0,보라고등학교,경기도
15783,25835,18,3,2,5,735,WOMAN,465,480,\N,성화여자고등학교,대구광역시
15784,68332,19,4,2,4,10833,WOMAN,462,480,0,보라고등학교,경기도
15785,64724,47,3,4,5,208,WOMAN,471,477,96,숙명여자중학교,서울특별시
15786,69098,33,4,2,3.33333,1059,WOMAN,465,481,58,이화여자고등학교,서울특별시
15787,25835,18,5,2,3,735,WOMAN,465,480,\N,성화여자고등학교,대구광역시
15788,64724,47,3,4,5,208,WOMAN,471,477,96,숙명여자중학교,서울특별시
15789,69098,33,4,3,5,1059,WOMAN,465,481,58,이화여자고등학교,서울특별시
15790,31441,32,4,3,5,9845,WOMAN,465,481,\N,상무고등학교,광주광역시
15791,69098,33,3,3,5,1059,WOMAN,465,481,58,이화여자고등학교,서울특별시
15792,64724,47,0,\N,0,208,WOMAN,471,477,96,숙명여자중학교,서울특별시
15793,64724,47,4,3,5,208,WOMAN,471,477,96,숙명여자중학교,서울특별시
15794,71018,24,3,2,5,21,WOMAN,466,481,58,기타,
15795,31441,32,3,2,4,9845,WOMAN,465,481,\N,상무고등학교,광주광역시
15796,64724,47,4,3,5,208,WOMAN,471,477,96,숙명여자중학교,서울특별시
15797,31441,32,4,3,5,9845,WOMAN,465,481,\N,상무고등학교,광주광역시
15798,31441,32,4,2,5,9845,WOMAN,465,481,\N,상무고등학교,광주광역시
15799,69003,59,4,3,5,3443,WOMAN,472,478,50,가재울중학교,서울특별시
15800,64724,47,3,2,4.66667,208,WOMAN,471,477,96,숙명여자중학교,서울특별시
15801,70120,2118,1,1,5,10136,WOMAN,471,479,97,덕계중학교,경기도
15802,31441,32,5,2,3,9845,WOMAN,465,481,\N,상무고등학교,광주광역시
15803,54737,18,4,3,4.33333,2274,MAN,470,480,0,동광고등학교,경기도
15804,31441,32,3,2,5,9845,WOMAN,465,481,\N,상무고등학교,광주광역시
15805,31441,32,4,3,5,9845,WOMAN,465,481,\N,상무고등학교,광주광역시
15806,31441,32,3,2,4,9845,WOMAN,465,481,\N,상무고등학교,광주광역시
15807,31441,32,5,2,3,9845,WOMAN,465,481,\N,상무고등학교,광주광역시
15808,31441,32,3,2,5,9845,WOMAN,465,481,\N,상무고등학교,광주광역시
15809,52177,22,4,2,5,21,WOMAN,465,481,80,기타,
15810,57832,32,0,\N,0,21,MAN,466,481,51,기타,
15811,52177,31,4,3,5,21,WOMAN,465,481,80,기타,
15812,57832,32,3,2,1,21,MAN,466,481,51,기타,
15813,52177,24,3,2,5,21,WOMAN,465,481,80,기타,
15814,24552,69,3,2,5,3255,WOMAN,472,479,\N,장덕중학교,광주광역시
15815,69601,58,4,3,5,1702,WOMAN,472,478,79,속초여자중학교,강원도
15816,57832,32,5,2,1,21,MAN,466,481,51,기타,
15817,59408,19,4,3,5,21,WOMAN,463,484,0,기타,
15818,52177,32,3,2,5,21,WOMAN,465,481,80,기타,
15819,52177,32,4,2,5,21,WOMAN,465,481,80,기타,
15820,26405,59,4,3,5,921,WOMAN,472,478,\N,신일중학교,울산광역시
15821,57832,32,0,\N,0,21,MAN,466,481,51,기타,
15822,35459,32,4,2,5,929,MAN,465,481,\N,영생고등학교,경기도
15823,52177,32,3,2,5,21,WOMAN,465,481,80,기타,
15824,40401,2146,5,1,4,419,WOMAN,463,481,\N,동화고등학교,경기도
15825,52177,32,4,2,5,21,WOMAN,465,481,80,기타,
15826,57832,32,0,\N,0,21,MAN,466,481,51,기타,
15827,52177,32,5,2,3,21,WOMAN,465,481,80,기타,
15828,52177,32,5,1,3,21,WOMAN,465,481,80,기타,
15829,59408,19,4,2,5,21,WOMAN,463,484,0,기타,
15830,59408,13,4,3,5,21,WOMAN,463,484,0,기타,
15831,35657,13,3,2,5,2794,WOMAN,471,479,\N,옥계동부중학교,경상북도
15832,45385,18,4,3,5,515,WOMAN,465,480,0,백석고등학교,경기도
15833,71013,32,3,2,5,10413,MAN,465,481,0,마산용마고등학교,경상남도
15834,71007,24,4,2,4.33333,21,WOMAN,464,482,93,기타,
15835,29215,1175,3,2,5,10226,MAN,462,480,\N,성도고등학교,부산광역시
15836,24552,69,3,2,5,3255,WOMAN,472,479,\N,장덕중학교,광주광역시
15837,71005,718,0,\N,0,1722,WOMAN,471,700,70,화정남초등학교,광주광역시
15838,59408,13,4,3,5,21,WOMAN,463,484,0,기타,
15839,71010,32,4,3,4.66667,1105,MAN,466,481,0,잠실고등학교,서울특별시
15840,71000,17,0,\N,0,7068,WOMAN,465,480,70,산본고등학교,경기도
15841,59408,16,4,3,5,21,WOMAN,463,484,0,기타,
15842,38367,1175,4,2,3,9420,WOMAN,466,481,\N,홍천여자고등학교,강원도
15843,52175,48,3,2,5,2931,WOMAN,471,477,90,광려중학교,경상남도
15844,57858,57,4,3,4,7297,WOMAN,472,478,76,신광여자중학교,서울특별시
15845,71005,718,3,2,5,1722,WOMAN,471,700,70,화정남초등학교,광주광역시
15846,70998,12,5,3,5,21,WOMAN,471,477,0,기타,
15847,71000,17,4,3,4,7068,WOMAN,465,480,70,산본고등학교,경기도
15848,46280,18,4,3,5,1248,MAN,463,480,0,창현고등학교,경기도
15849,29215,1175,4,3,5,10226,MAN,462,480,\N,성도고등학교,부산광역시
15850,15394,18,3,2,5,1100,WOMAN,467,480,\N,자양고등학교,서울특별시
15851,51837,13,5,2,5,1607,WOMAN,471,479,100,화정중학교,경기도
15852,69601,58,4,3,5,1702,WOMAN,472,478,79,속초여자중학교,강원도
15853,51837,13,3,3,5,1607,WOMAN,471,479,100,화정중학교,경기도
15854,51837,13,4,3,4,1607,WOMAN,471,479,100,화정중학교,경기도
15855,51837,13,4,3,5,1607,WOMAN,471,479,100,화정중학교,경기도
15856,41145,24,4,3,5,2217,WOMAN,463,481,\N,전곡고등학교,경기도
15857,70341,48,4,2,5,830,WOMAN,472,477,88,범물중학교,대구광역시
15858,51837,13,4,2,5,1607,WOMAN,471,479,100,화정중학교,경기도
15859,25111,18,4,3,5,430,WOMAN,466,480,\N,마산내서여자고등학교,경상남도
15860,35657,13,4,1,5,2794,WOMAN,471,479,\N,옥계동부중학교,경상북도
15861,41145,24,4,3,4,2217,WOMAN,463,481,\N,전곡고등학교,경기도
15862,70341,48,0,\N,0,830,WOMAN,472,477,88,범물중학교,대구광역시
15863,34851,33,5,2,5,7668,MAN,465,481,\N,전주고등학교,전라북도
15864,51837,13,0,\N,0,1607,WOMAN,471,479,100,화정중학교,경기도
15865,45385,18,4,2,5,515,WOMAN,465,480,0,백석고등학교,경기도
15866,51837,13,3,3,5,1607,WOMAN,471,479,100,화정중학교,경기도
15867,69978,18,0,\N,0,2285,WOMAN,465,480,47,김해제일고등학교,경상남도
15868,56419,39,4,3,5,10539,WOMAN,473,478,69,대전관저중학교,대전광역시
15869,51837,13,3,2,5,1607,WOMAN,471,479,100,화정중학교,경기도
15870,70980,18,3,2,5,540,WOMAN,465,480,5,복자여자고등학교,충청남도
15871,21192,1140,4,2,5,8763,WOMAN,471,477,\N,세곡중학교,서울특별시
15872,70994,58,3,2,5,3055,MAN,471,479,90,신주중학교,경상남도
15873,41145,23,2,2,4,2217,WOMAN,463,481,\N,전곡고등학교,경기도
15874,50522,57,4,1,5,571,WOMAN,472,478,97,구산중학교,인천광역시
15875,68297,2203,3,1,5,6489,WOMAN,472,700,64,진평초등학교,경상북도
15876,41145,24,3,2,5,2217,WOMAN,463,481,\N,전곡고등학교,경기도
15877,41145,24,5,2,3,2217,WOMAN,463,481,\N,전곡고등학교,경기도
15878,70825,1148,4,2,5,3030,WOMAN,473,478,79,삼현여자중학교,경상남도
15879,69580,2141,3,2,4.66667,2262,WOMAN,473,700,50,성신초등학교,경기도
15880,70987,41,4,1,1,266,WOMAN,472,477,80,영동중학교,서울특별시
15881,69098,33,4,2,5,1059,WOMAN,465,481,58,이화여자고등학교,서울특별시
15882,52175,47,4,2,5,2931,WOMAN,471,477,90,광려중학교,경상남도
15883,70796,18,4,2,5,319,MAN,465,480,30,대원고등학교,대구광역시
15884,45603,47,3,2,4.66667,7502,WOMAN,473,477,47,한국삼육중학교,서울특별시
15885,70695,1172,4,3,3.33333,184,WOMAN,469,480,18,군산여자고등학교,전라북도
15886,50799,67,5,2,4.66667,1735,WOMAN,471,479,97,율곡중학교,강원도
15887,70965,19,5,1,5,21,WOMAN,470,480,35,기타,
15888,45385,18,3,2,5,515,WOMAN,465,480,0,백석고등학교,경기도
15889,70986,718,3,3,4.66667,7673,MAN,472,700,90,서울일신초등학교,서울특별시
15890,39959,2141,4,1,4,868,WOMAN,464,480,\N,안화고등학교,경기도
15891,35657,13,3,1,5,2794,WOMAN,471,479,\N,옥계동부중학교,경상북도
15892,70120,2118,1,1,4,10136,WOMAN,471,479,97,덕계중학교,경기도
15893,64266,14,4,3,5,157,WOMAN,464,480,66,광주수피아여자고등학교,광주광역시
15894,70120,2118,1,1,4.33333,10136,WOMAN,471,479,97,덕계중학교,경기도
15895,70096,938,5,1,4.33333,11432,WOMAN,472,700,80,인천서흥초등학교,인천광역시
15896,70987,41,3,1,1,266,WOMAN,472,477,80,영동중학교,서울특별시
15897,52353,57,4,2,5,8593,MAN,472,478,65,안강중학교,경상북도
15898,34851,33,5,2,5,7668,MAN,465,481,\N,전주고등학교,전라북도
15899,35657,13,4,2,5,2794,WOMAN,471,479,\N,옥계동부중학교,경상북도
15900,70096,938,3,2,1,11432,WOMAN,472,700,80,인천서흥초등학교,인천광역시
15901,65504,21,3,2,5,21,WOMAN,464,484,0,기타,
15902,70980,18,4,2,5,540,WOMAN,465,480,5,복자여자고등학교,충청남도
15903,70096,938,2,1,1,11432,WOMAN,472,700,80,인천서흥초등학교,인천광역시
15904,35657,13,3,2,5,2794,WOMAN,471,479,\N,옥계동부중학교,경상북도
15905,70973,58,4,3,5,3044,WOMAN,472,478,9,성지여자중학교,경상남도
15906,70975,32,5,2,3,7139,MAN,463,481,90,홍성고등학교,충청남도
15907,70973,58,4,2,5,3044,WOMAN,472,478,9,성지여자중학교,경상남도
15908,48205,17,4,3,5,11102,MAN,470,481,100,청주새날학교,충청북도
15909,39659,2112,3,2,5,1067,WOMAN,472,477,\N,고암중학교,경기도
15910,52353,57,5,2,5,8593,MAN,472,478,65,안강중학교,경상북도
15911,70959,59,4,3,5,10184,WOMAN,472,478,100,청주중학교,충청북도
15912,39659,2112,0,\N,0,1067,WOMAN,472,477,\N,고암중학교,경기도
15913,67064,18,4,3,5,9446,MAN,465,480,68,화곡고등학교,서울특별시
15914,39959,2141,2,2,4,868,WOMAN,464,480,\N,안화고등학교,경기도
15915,34851,33,4,2,5,7668,MAN,465,481,\N,전주고등학교,전라북도
15916,70967,45,3,2,5,8657,WOMAN,472,477,90,동수영중학교,부산광역시
15917,70382,2141,5,3,3,9139,WOMAN,472,477,100,강북중학교,서울특별시
15918,70966,823,3,2,4.33333,440,WOMAN,472,699,70,서울은명초등학교,서울특별시
15919,70965,19,5,1,5,21,WOMAN,470,480,35,기타,
15920,70274,941,4,3,5,11593,MAN,471,698,32,서울독산초등학교,서울특별시
15921,60511,18,4,3,5,8660,WOMAN,467,480,50,대소금왕고등학교,충청북도
15922,70963,59,3,2,5,3274,WOMAN,473,478,30,전북중학교,전라북도
15923,70963,59,2,2,4,3274,WOMAN,473,478,30,전북중학교,전라북도
15924,33820,27,4,3,5,8981,WOMAN,464,481,\N,원화여자고등학교,대구광역시
15925,70921,1148,0,\N,0,11023,WOMAN,471,478,96,지평중학교,경기도
15926,69369,718,3,2,5,11511,WOMAN,472,700,100,현곡초등학교,경상북도
15927,54201,18,4,3,5,21,WOMAN,465,480,56,기타,
15928,61002,58,4,2,5,7685,WOMAN,472,478,87,동촌중학교,대구광역시
15929,67774,69,4,4,4.66667,10842,WOMAN,471,479,0,남악중학교,전라남도
15930,70955,820,1,1,2.33333,6885,WOMAN,471,699,85,신양초등학교,경기도
15931,33820,27,3,2,5,8981,WOMAN,464,481,\N,원화여자고등학교,대구광역시
15932,70960,717,3,3,5,11670,WOMAN,473,700,90,의정부호원초등학교,경기도
15933,70120,2118,3,2,5,10136,WOMAN,471,479,97,덕계중학교,경기도
15934,34933,33,3,2,4,1097,WOMAN,465,481,\N,일산동고등학교,경기도
15935,55388,57,4,2,5,21,WOMAN,471,477,0,기타,
15936,70959,59,4,2,5,10184,WOMAN,472,478,100,청주중학교,충청북도
15937,69757,825,3,3,5,11551,MAN,472,699,80,안락초등학교,부산광역시
15938,15431,22,5,2,5,21,MAN,466,484,\N,기타,
15939,59408,26,4,3,5,21,WOMAN,463,484,0,기타,
15940,34860,1157,3,1,4,1486,WOMAN,472,479,\N,인창중학교,경기도
15941,15431,21,4,3,5,21,MAN,466,484,\N,기타,
15942,66078,59,3,1,5,1041,WOMAN,472,478,0,첨단중학교,광주광역시
15943,70295,59,4,2,4.33333,3004,WOMAN,472,478,84,반송여자중학교,경상남도
15944,65897,33,4,2,5,49,WOMAN,464,481,70,경기여자고등학교,서울특별시
15945,39959,1711,3,2,5,868,WOMAN,464,480,\N,안화고등학교,경기도
15946,34933,33,5,2,4,1097,WOMAN,465,481,\N,일산동고등학교,경기도
15947,34851,33,4,2,5,7668,MAN,465,481,\N,전주고등학교,전라북도
15948,70120,2118,3,2,4,10136,WOMAN,471,479,97,덕계중학교,경기도
15949,57908,714,2,1,5,8507,WOMAN,472,477,0,다운중학교,울산광역시
15950,57494,2113,3,2,5,9453,WOMAN,471,477,100,온곡중학교,서울특별시
15951,30659,58,3,3,5,3041,WOMAN,472,478,\N,석동중학교,경상남도
15952,56697,18,4,4,5,380,MAN,472,479,85,가람중학교,부산광역시
15953,69369,718,5,2,5,11511,WOMAN,472,700,100,현곡초등학교,경상북도
15954,70955,820,3,2,4.33333,6885,WOMAN,471,699,85,신양초등학교,경기도
15955,58155,70,4,2,5,21,WOMAN,472,479,75,기타,
15956,62824,19,3,3,5,11075,WOMAN,468,480,51,나루고등학교,경기도
15957,64997,52,4,2,5,763,WOMAN,472,477,71,충남여자중학교,대전광역시
15958,57640,16,3,3,4,808,WOMAN,467,480,30,숭덕여자고등학교,인천광역시
15959,57832,32,5,2,5,21,MAN,466,481,51,기타,
15960,57832,32,4,3,5,21,MAN,466,481,51,기타,
15961,57908,714,3,2,5,8507,WOMAN,472,477,0,다운중학교,울산광역시
15962,58616,18,4,3,3,729,WOMAN,465,480,50,성지고등학교,부산광역시
15963,57832,32,3,1,5,21,MAN,466,481,51,기타,
15964,34860,70,4,2,5,1486,WOMAN,472,479,\N,인창중학교,경기도
15965,57832,32,3,2,5,21,MAN,466,481,51,기타,
15966,70948,57,4,2,4.66667,11667,MAN,472,478,91,진례중학교,경상남도
15967,50577,62,1,2,4,21,MAN,471,477,100,기타,
15968,70950,32,4,3,5,7275,MAN,463,481,90,전주신흥고등학교,전라북도
15969,14103,2119,4,2,5,8954,MAN,472,479,\N,신태인중학교,전라북도
15970,41525,58,2,2,5,8194,WOMAN,472,479,\N,환서중학교,충청남도
15971,68688,1156,4,2,5,1244,WOMAN,471,479,100,부일중학교,경기도
15972,34851,33,3,2,5,7668,MAN,465,481,\N,전주고등학교,전라북도
15973,58616,18,3,3,2.66667,729,WOMAN,465,480,50,성지고등학교,부산광역시
15974,70946,50,4,2,5,10689,WOMAN,472,477,55,수원제일중학교,경기도
15975,70938,40,4,3,5,2434,WOMAN,473,477,0,삼계중학교,전라남도
15976,60199,12,3,3,4,21,MAN,465,480,70,기타,
15977,38735,828,4,3,5,21,WOMAN,472,700,\N,기타,
15978,70922,18,4,2,4,991,WOMAN,467,480,26,용화여자고등학교,서울특별시
15979,57494,2113,3,2,5,9453,WOMAN,471,477,100,온곡중학교,서울특별시
15980,30659,58,3,3,5,3041,WOMAN,472,478,\N,석동중학교,경상남도
15981,70939,27,4,2,4,49,WOMAN,463,481,89,경기여자고등학교,서울특별시
15982,68637,18,3,2,5,2217,MAN,466,480,56,전곡고등학교,경기도
15983,70938,40,4,2,5,2434,WOMAN,473,477,0,삼계중학교,전라남도
15984,15431,22,4,2,5,21,MAN,466,484,\N,기타,
15985,70570,714,3,3,3.33333,8074,WOMAN,472,700,80,천생초등학교,경상북도
15986,70935,23,2,3,5,7823,MAN,463,482,85,예당고등학교,경기도
15987,70932,12,3,2,5,7980,WOMAN,471,479,95,단구중학교,강원도
15988,15431,22,3,2,5,21,MAN,466,484,\N,기타,
15989,68637,18,3,2,5,2217,MAN,466,480,56,전곡고등학교,경기도
15990,26504,27,4,2,5,8981,WOMAN,464,481,\N,원화여자고등학교,대구광역시
15991,26504,27,4,2,5,8981,WOMAN,464,481,\N,원화여자고등학교,대구광역시
15992,51299,22,4,2,5,1920,MAN,469,481,27,선린인터넷고등학교,서울특별시
15993,70933,718,3,2,5,2380,MAN,472,700,92,안산양지초등학교,경기도
15994,51299,22,4,2,5,1920,MAN,469,481,27,선린인터넷고등학교,서울특별시
15995,26504,27,4,2,5,8981,WOMAN,464,481,\N,원화여자고등학교,대구광역시
15996,65559,17,0,\N,0,11355,MAN,464,480,86,울산스포츠과학고등학교,울산광역시
15997,26504,27,4,2,4.66667,8981,WOMAN,464,481,\N,원화여자고등학교,대구광역시
15998,54201,18,4,2,5,21,WOMAN,465,480,56,기타,
15999,26504,27,4,3,4.33333,8981,WOMAN,464,481,\N,원화여자고등학교,대구광역시
16000,62094,36,3,2,4.66667,1349,MAN,465,481,70,학남고등학교,대구광역시
16001,63615,2141,3,2,5,10191,WOMAN,464,480,78,성포고등학교,경기도
16002,68637,18,4,3,5,2217,MAN,466,480,56,전곡고등학교,경기도
16003,70928,827,4,3,5,269,WOMAN,471,699,95,서울성산초등학교,서울특별시
16004,52353,57,4,2,5,8593,MAN,472,478,65,안강중학교,경상북도
16005,68332,18,4,3,5,10833,WOMAN,462,480,0,보라고등학교,경기도
